-31.35,-42.63,3.81,206.00,199.00,187.00,141.00,73.00,,Hello
-35.42,-43.17,3.81,207.00,199.00,187.00,141.00,79.00,,Hello
-33.55,-42.91,2.62,207.00,200.00,187.00,141.00,79.00,,Hello
-33.73,-42.67,13.24,207.00,200.00,187.00,141.00,78.00,,Hello
-35.43,-42.97,3.81,207.00,200.00,187.00,139.00,78.00,,Hello
-34.81,-42.60,3.81,207.00,212.00,187.00,142.00,65.00,,Hello
-33.73,-42.67,13.24,207.00,211.00,187.00,139.00,72.00,,Hello
-34.94,-41.42,2.62,207.00,209.00,187.00,144.00,71.00,,Hello
-36.31,-46.12,12.08,207.00,204.00,187.00,138.00,63.00,,Hello
-32.65,-34.55,5.00,207.00,204.00,187.00,138.00,80.00,,Hello
-38.29,-38.29,3.81,207.00,206.00,187.00,138.00,81.00,,Hello
-40.20,-40.20,5.00,207.00,204.00,187.00,138.00,81.00,,Hello
-38.64,-41.19,5.00,207.00,204.00,187.00,138.00,75.00,,Hello
-41.21,-35.68,2.62,207.00,204.00,187.00,138.00,82.00,,Hello
-37.27,-38.62,13.24,207.00,203.00,187.00,138.00,83.00,,Hello
-38.00,-33.50,13.24,207.00,204.00,187.00,138.00,81.00,,Hello
-42.85,-33.55,12.08,206.00,204.00,187.00,138.00,84.00,,Hello
-39.30,-39.98,3.81,204.00,204.00,187.00,138.00,70.00,,Hello
-40.64,-44.26,2.62,204.00,197.00,187.00,140.00,46.00,,Hello
-59.89,-28.84,2.62,209.00,207.00,187.00,137.00,73.00,,Hello
-49.90,-33.37,5.00,207.00,204.00,187.00,138.00,70.00,,Hello
-50.31,-34.95,5.00,209.00,203.00,187.00,137.00,83.00,,Hello
-48.32,-37.44,7.38,204.00,202.00,187.00,137.00,66.00,,Hello
15.67,-39.73,2.62,206.00,203.00,187.00,137.00,69.00,,Hello
15.17,-38.04,2.62,206.00,204.00,187.00,137.00,72.00,,Hello
2.24,-36.61,5.00,202.00,203.00,187.00,137.00,82.00,,Hello
43.05,-23.91,3.81,197.00,202.00,187.00,137.00,76.00,,Hello
16.23,-33.99,3.22,202.00,206.00,187.00,136.00,91.00,,Hello
14.21,-33.86,12.08,202.00,207.00,187.00,135.00,90.00,,Hello
18.42,-32.62,12.08,203.00,207.00,187.00,135.00,92.00,,Hello
19.25,-33.77,3.22,202.00,207.00,187.00,136.00,77.00,,Hello
13.31,-35.50,5.00,202.00,207.00,187.00,136.00,68.00,,Hello
-38.96,-42.89,7.38,202.00,202.00,187.00,137.00,80.00,,Hello
-30.82,-40.70,2.62,202.00,202.00,187.00,136.00,93.00,,Hello
-24.92,-41.84,5.00,202.00,202.00,187.00,136.00,95.00,,Hello
-30.28,-42.94,2.62,202.00,199.00,187.00,136.00,92.00,,Hello
-37.17,-43.57,3.81,202.00,200.00,188.00,136.00,105.00,,Hello
-34.93,-39.51,3.22,203.00,199.00,187.00,137.00,110.00,,Hello
-29.69,-46.29,2.62,202.00,200.00,187.00,138.00,95.00,,Hello
-25.76,-47.17,7.97,203.00,200.00,187.00,137.00,100.00,,Hello
-37.58,-44.93,2.62,203.00,197.00,187.00,138.00,100.00,,Hello
-37.87,-46.66,7.38,203.00,195.00,187.00,138.00,99.00,,Hello
-35.06,-40.20,5.00,202.00,196.00,187.00,137.00,90.00,,Hello
-3.83,-44.87,2.92,203.00,196.00,187.00,136.00,88.00,,Hello
-5.31,-49.11,12.08,203.00,196.00,187.00,135.00,100.00,,Hello
-10.93,-45.48,12.66,202.00,195.00,187.00,136.00,120.00,,Hello
-22.55,-46.96,5.00,203.00,195.00,187.00,136.00,103.00,,Hello
-18.69,-47.34,5.00,203.00,195.00,187.00,135.00,111.00,,Hello
-27.43,-43.99,5.00,202.00,189.00,187.00,135.00,111.00,,Hello
-35.75,-45.50,3.81,203.00,190.00,187.00,135.00,101.00,,Hello
-12.65,-48.39,7.97,202.00,193.00,187.00,135.00,109.00,,Hello
-1.60,-44.41,13.24,202.00,193.00,187.00,135.00,107.00,,Hello
